deployment_id,deployment_type,workload_type,cpu_cores,memory_gb,cpu_utilization,memory_utilization,startup_time_seconds,overhead_factor,datacenter_location,pue,renewable_energy_pct,deployment_duration_hours,auto_scaling_enabled,scale_events_per_day,network_io_gbps,storage_io_iops,storage_type,energy_consumption_kwh,carbon_emissions_kg_co2eq,resource_efficiency_score,month_deployed,cost_per_hour_usd
deploy_00959,vm,microservice,16,2,,,17.59,0.245,EU_Central,1.14,0.486,1903.82,False,0.0,1.26,4635.0,hdd,350.9822,,43.58,9,0.8847
deploy_00960,vm,batch_processing,8,8,0.558,0.9,50.18,0.315,Asia_Pacific,1.54,0.626,3819.32,True,5.0,0.18,3721.6,hdd,751.2054,163.1856,69.87,7,0.5683
deploy_00961,container,data_processing,16,8,0.939,0.741,0.54,0.051,EU_Central,1.61,0.242,3123.91,True,7.0,0.027,5921.8,hdd,1344.9724,344.1944,88.24,6,0.9715
deploy_00962,vm,cache_service,1,2,0.165,,22.12,0.229,Canada,1.24,0.348,7134.19,False,0.0,32.619,4334.8,hdd,80.8672,7.9126,34.47,10,0.1
deploy_00963,vm,web_service,2,32,0.304,0.587,24.07,0.059,US_West,1.17,0.756,3247.23,False,0.0,0.264,4322.0,ssd,194.524,14.2339,57.99,1,0.506
deploy_00964,vm,streaming,8,2,0.451,0.249,28.47,,US_East,1.38,,4391.56,True,7.0,,3258.5,nvme,568.5424,54.7814,48.71,12,0.4561
deploy_00965,container,data_processing,32,128,0.892,0.821,1.31,0.045,Australia,1.51,0.716,5801.34,False,0.0,1.525,1030.0,nvme,6220.9171,1235.6815,88.99,12,2.9551
deploy_00966,container,microservice,4,16,0.61,0.297,4.17,0.048,US_East,1.42,0.113,6249.67,True,3.0,0.133,1698.6,hdd,669.9589,237.6749,61.89,3,0.4113
deploy_00967,vm,streaming,32,8,0.1,0.44,,0.073,Asia_Pacific,,0.138,999.68,False,0.0,,7907.0,nvme,307.7782,159.2657,44.99,2,1.7088
deploy_00968,vm,data_processing,16,128,0.619,0.415,14.55,0.145,Australia,1.53,0.517,7480.23,True,5.0,2.299,3254.6,nvme,4762.9995,1609.6059,62.86,9,2.147
deploy_00969,container,database,1,8,0.494,0.852,8.37,-0.006,US_East,1.22,0.807,8319.5,True,5.0,89.052,8191.1,hdd,210.5162,,,7,0.2193
deploy_00970,container,web_service,16,64,0.812,0.598,6.86,0.034,Canada,1.37,0.137,2665.44,False,0.0,0.52,7920.1,hdd,1204.0697,155.8267,79.4,2,1.5309
deploy_00971,container,api_gateway,16,8,0.722,0.24,3.3,0.065,Australia,1.42,0.11,7946.07,True,7.0,2.783,7251.6,nvme,2852.8625,1778.0371,64.14,1,0.9202
deploy_00972,container,data_processing,16,4,0.925,0.689,7.22,0.044,Nordic,1.17,0.612,5445.92,True,,1.056,588.8,hdd,1568.0531,60.808,86.35,12,0.856
deploy_00973,vm,streaming,32,16,0.95,0.458,26.92,0.377,Australia,1.4,0.443,33.81,False,0.0,,9122.5,ssd,32.1025,12.5056,70.44,2,1.8153
deploy_00974,container,cache_service,16,2,0.285,0.9,11.33,0.041,Canada,1.18,0.331,5845.58,True,6.0,0.468,4796.3,hdd,874.1202,87.6762,67.19,12,0.9162
deploy_00975,container,api_gateway,16,32,0.558,0.58,1.12,0.009,US_East,1.62,0.166,5735.87,True,5.0,0.189,4652.9,hdd,2136.6833,712.9375,69.48,3,1.1469
deploy_00976,container,streaming,4,8,0.77,0.667,2.42,0.037,Australia,1.43,0.338,4691.1,True,8.0,3.012,3302.2,nvme,457.2288,204.5697,79.7,8,0.3727
deploy_00977,vm,batch_processing,8,2,0.95,0.528,136.97,0.361,Australia,1.43,0.391,4230.25,True,2.0,7.448,5759.4,ssd,,420.9306,73.02,10,0.4339
deploy_00978,container,ml_training,4,4,0.95,0.9,2.73,0.042,Nordic,,0.811,4916.36,False,0.0,,3560.8,hdd,367.8251,6.9548,93.75,1,0.2654
deploy_00979,container,api_gateway,32,32,0.356,,3.05,,US_West,1.33,0.847,1420.4,True,4.0,1.806,4139.9,ssd,604.0258,27.7977,54.85,2,1.9534
deploy_00980,vm,data_processing,2,128,0.481,0.752,46.69,0.115,Australia,1.47,0.651,2526.05,True,2.0,2.412,7003.1,hdd,782.1096,,68.39,8,1.4713
deploy_00981,vm,ml_training,4,32,0.529,0.329,28.8,0.23,US_West,1.14,0.291,6347.36,False,0.0,3.017,3870.1,hdd,736.9131,156.788,54.12,9,0.5889
deploy_00982,container,api_gateway,8,8,0.684,0.352,2.2,,Asia_Pacific,1.21,0.834,7269.83,False,0.0,0.222,2479.3,ssd,1135.8196,113.1426,65.95,11,0.5127
deploy_00983,vm,data_processing,16,1,0.585,,19.9,0.36,EU_Central,1.27,0.118,,False,0.0,35.701,3259.4,ssd,1974.4133,581.8766,51.69,6,0.8827
deploy_00984,vm,database,16,32,0.607,0.795,40.6,0.358,EU_Central,,0.576,8077.55,True,,3.481,,ssd,3265.9635,484.4379,67.37,2,1.1609
deploy_00985,container,streaming,16,16,0.402,0.9,1.7,0.053,Australia,1.36,0.613,5889.99,True,6.0,0.29,8261.2,hdd,1337.1842,362.3976,71.49,10,1.0115
deploy_00986,vm,api_gateway,2,32,0.261,0.1,31.43,0.094,US_East,1.55,0.619,4586.97,False,0.0,2.138,2312.1,ssd,353.5809,53.8963,40.63,9,0.4899
deploy_00987,vm,data_processing,4,8,0.249,0.556,58.85,0.187,Canada,1.23,0.44,274.72,False,0.0,1.088,1443.6,ssd,14.4151,1.2102,51.03,9,0.3572
deploy_00988,vm,batch_processing,2,64,0.544,0.543,75.96,0.291,US_East,1.58,0.485,4605.77,False,0.0,6.268,3983.3,ssd,1008.8934,207.7224,59.33,10,
deploy_00989,vm,cache_service,2,4,0.165,0.9,20.93,0.212,Canada,1.23,0.628,3669.03,True,6.0,1.117,6799.3,ssd,82.5306,4.6061,57.26,3,0.1832
deploy_00990,vm,ml_training,4,1,0.816,0.51,34.58,0.079,Australia,1.39,0.61,4844.53,True,6.0,,1160.0,hdd,393.8796,107.628,75.56,3,0.2837
deploy_00991,container,api_gateway,16,32,0.342,0.4,1.2,0.066,US_West,1.39,0.787,741.63,True,6.0,1.695,6888.2,ssd,204.8259,13.1183,53.68,11,1.2028
deploy_00992,container,database,16,2,0.458,0.863,1.53,0.029,Australia,1.53,0.421,6003.62,True,8.0,1.413,7462.0,nvme,1431.5548,580.6896,73.35,9,0.8623
deploy_00993,vm,streaming,1,128,0.106,0.178,,0.326,Canada,,0.319,7450.03,True,7.0,1.42,3794.3,ssd,1216.6593,124.2794,29.8,1,1.3679
deploy_00994,container,database,16,32,,0.9,2.2,0.047,Nordic,0.97,0.4,6668.63,True,4.0,12.079,2453.6,ssd,1507.0375,90.4488,80.33,5,1.134
deploy_00995,container,streaming,2,2,0.482,0.672,0.51,0.066,US_East,1.3,0.754,2747.58,True,3.0,,2521.2,hdd,82.4587,8.1301,67.47,1,0.1905
deploy_00996,vm,microservice,8,1,0.319,0.165,18.4,0.235,US_West,1.36,0.503,5928.54,True,5.0,0.952,,nvme,659.8946,94.836,40.64,8,0.429
deploy_00997,vm,web_service,8,2,0.572,0.349,87.58,0.212,Asia_Pacific,1.52,0.281,4911.55,True,7.0,0.773,7965.1,nvme,786.394,339.2111,56.99,9,0.4627
deploy_00998,container,api_gateway,4,32,0.803,0.555,2.82,0.034,Asia_Pacific,1.53,0.717,5256.75,False,0.0,0.072,4335.1,ssd,1000.5985,169.8854,77.74,4,0.5644
deploy_00999,container,web_service,4,32,0.426,0.47,0.53,0.066,Asia_Pacific,1.39,0.256,863.28,False,0.0,1.082,7499.7,ssd,94.6469,42.2728,59.16,3,0.5301
deploy_01000,container,batch_processing,8,64,0.436,0.9,2.01,0.064,Australia,1.37,0.173,2612.85,True,,0.039,3808.5,hdd,573.3811,332.1022,72.53,9,1.1312
deploy_01001,container,api_gateway,16,8,0.624,0.346,2.5,0.037,US_East,1.34,0.121,4742.1,False,0.0,2.049,6860.8,nvme,1331.5944,468.066,64.24,4,0.8952
deploy_01002,container,ml_training,1,1,0.95,0.547,2.3,0.07,EU_Central,1.37,,6507.42,True,2.0,17.62,5832.2,ssd,156.6076,47.2809,82.31,9,0.1001
deploy_01003,vm,streaming,4,128,0.131,0.843,14.18,0.261,Nordic,1.09,0.55,2766.43,True,4.0,2.122,1153.9,ssd,470.8018,21.1766,52.69,2,1.5469
deploy_01004,vm,api_gateway,2,2,0.162,0.398,49.65,0.296,Asia_Pacific,1.68,0.25,825.38,False,0.0,0.674,9812.6,hdd,25.4092,11.3633,39.56,6,0.1921
deploy_01005,container,api_gateway,16,4,0.41,0.683,4.1,0.023,Canada,1.22,0.136,6689.46,True,1.0,4.818,5046.0,hdd,1333.4912,166.5871,66.2,8,0.9021
deploy_01006,container,ml_training,32,1,0.95,0.9,7.97,0.062,US_West,1.4,0.457,1431.71,False,0.0,4.23,7522.4,hdd,992.2522,161.5884,93.15,9,1.6396
deploy_01007,container,data_processing,4,2,0.95,0.647,1.74,0.045,Asia_Pacific,1.52,0.707,611.85,True,4.0,0.667,3294.4,ssd,60.0491,10.5731,,11,0.2927
deploy_01008,vm,data_processing,4,2,0.321,0.488,21.65,,Australia,1.5,0.256,6767.86,False,0.0,7.963,3251.6,ssd,,205.5527,52.68,6,0.2575
deploy_01009,vm,database,32,16,0.439,0.897,65.12,0.336,Canada,1.15,0.124,8630.99,True,4.0,2.615,7055.9,hdd,4289.5199,517.755,64.4,8,1.813
deploy_01010,vm,microservice,32,16,0.282,0.532,16.5,0.175,US_East,1.31,0.63,1579.89,True,10.0,4.023,6539.5,nvme,620.3835,91.8762,51.99,3,1.8512
deploy_01011,container,ml_training,4,16,0.95,0.359,3.45,0.05,US_West,,0.322,8514.96,False,0.0,3.816,1637.5,nvme,979.2632,199.0652,77.26,1,0.4582
deploy_01012,vm,web_service,16,16,0.802,0.485,13.61,0.233,US_East,1.52,0.332,3080.25,True,4.0,1.275,8982.8,hdd,1354.2093,362.0089,69.65,1,0.9724
deploy_01013,vm,data_processing,16,16,0.95,0.405,34.33,0.186,US_West,1.14,0.662,5200.63,True,5.0,2.572,448.8,ssd,1841.7939,186.7514,74.6,4,1.0263
deploy_01014,container,web_service,16,8,0.459,0.53,1.97,0.057,Australia,1.7,0.695,1111.79,True,4.0,0.52,3011.2,hdd,340.3762,67.7454,62.55,7,0.9374
deploy_01015,vm,web_service,16,64,0.165,0.461,11.71,0.167,Australia,1.42,0.706,7112.74,True,7.0,,2914.4,nvme,1800.1493,370.1183,45.39,9,1.5313
deploy_01016,vm,ml_training,8,1,0.568,0.326,65.21,0.246,US_West,1.3,0.527,7066.61,False,0.0,,2905.5,ssd,992.4904,138.0687,55.1,6,0.5055
deploy_01017,vm,ml_training,32,64,0.947,0.848,19.82,0.327,Canada,1.3,0.383,,False,0.0,0.497,4554.7,nvme,8550.0887,791.3511,83.55,10,
deploy_01018,container,cache_service,4,128,,0.688,6.69,0.043,US_East,1.5,0.353,4209.13,False,0.0,2.639,4246.4,nvme,1391.7466,347.8097,69.18,6,1.5773
deploy_01019,vm,cache_service,4,1,0.1,0.786,68.7,0.204,EU_Central,1.33,0.343,7965.83,False,0.0,0.149,7837.2,hdd,287.6642,66.1329,51.45,12,0.301
deploy_01020,container,ml_training,1,4,0.634,0.612,3.92,0.06,EU_Central,1.29,0.142,7553.05,True,4.0,2.133,5435.3,nvme,191.6467,53.0164,71.91,8,0.1503
deploy_01021,vm,microservice,4,32,0.204,0.48,28.54,0.024,US_West,1.28,0.114,7357.67,True,5.0,2.326,7720.8,ssd,553.2242,140.38,51.83,8,0.5615
deploy_01022,vm,web_service,2,64,0.581,0.193,43.69,0.257,EU_Central,1.34,0.411,453.01,True,8.0,1.781,7498.8,ssd,85.2323,17.5642,51.33,5,0.7896
deploy_01023,vm,web_service,8,8,0.585,0.597,57.3,0.326,Australia,1.56,0.193,3911.9,False,0.0,0.916,8677.2,hdd,828.5624,440.5391,61.54,8,0.5346
deploy_01024,vm,ml_training,32,16,0.598,0.348,30.76,0.269,Canada,,0.28,2499.59,False,0.0,1.166,1469.5,hdd,,143.521,,4,1.848
deploy_01025,vm,batch_processing,4,128,0.1,0.819,11.34,0.212,EU_Central,1.4,,774.13,False,0.0,1.724,7568.4,ssd,153.2448,40.238,52.23,11,1.5161
deploy_01026,container,cache_service,4,64,0.403,,3.88,0.005,EU_Central,1.4,0.285,,True,5.0,1.353,8662.7,ssd,1412.4961,322.4721,72.94,7,0.8777
deploy_01027,vm,api_gateway,1,2,0.1,0.286,54.47,0.106,Nordic,1.28,0.617,5237.6,False,0.0,2.644,8352.1,ssd,52.3019,2.0028,39.42,2,0.1488
deploy_01028,vm,web_service,4,128,0.436,0.501,17.35,0.34,Canada,1.32,0.538,3503.68,False,0.0,1.36,5520.8,ssd,1182.1748,81.9845,52.3,12,1.5557
deploy_01029,container,streaming,8,16,0.805,0.859,0.62,0.033,Australia,1.31,0.113,2438.1,False,0.0,0.077,6836.1,nvme,432.6091,268.6034,87.0,9,0.5781
deploy_01030,vm,database,4,128,0.38,,50.52,0.252,EU_Central,1.36,0.749,7250.07,True,5.0,0.813,1961.0,nvme,2078.892,182.9523,50.52,5,1.5579
deploy_01031,vm,streaming,8,16,,0.63,17.79,0.181,US_East,1.47,0.253,8491.75,False,0.0,0.903,855.9,nvme,2167.1081,647.6704,81.45,4,0.5851
deploy_01032,vm,data_processing,16,1,0.493,0.1,18.0,0.266,Australia,1.47,0.533,2660.13,True,8.0,0.698,9175.1,nvme,818.683,252.8482,44.76,7,0.9059
deploy_01033,container,web_service,2,2,0.61,0.508,1.63,0.009,Australia,1.54,0.294,3374.79,False,0.0,2.25,1358.6,nvme,129.4273,63.9946,69.36,3,0.1439
deploy_01034,vm,batch_processing,1,16,0.786,0.501,46.38,0.308,Canada,,0.401,1723.39,True,,16.22,3390.2,nvme,106.9815,9.4718,67.24,6,0.2999
deploy_01035,vm,data_processing,4,128,0.95,0.595,24.46,0.137,Asia_Pacific,1.57,0.656,6201.67,True,2.0,3.203,7518.2,hdd,3569.4243,694.7029,81.73,6,1.4974
deploy_01036,container,web_service,8,2,0.384,0.248,6.22,0.035,Canada,1.35,0.661,8604.11,False,0.0,5.902,6931.2,ssd,845.3511,42.9658,51.75,1,0.4437
deploy_01037,vm,data_processing,32,64,0.191,0.259,19.27,0.218,US_West,1.33,,3338.43,False,0.0,2.593,9550.6,ssd,1425.0322,176.2248,38.84,9,2.2617
deploy_01038,vm,web_service,32,8,0.323,0.756,20.65,0.205,US_West,1.27,0.209,409.4,False,0.0,0.176,9137.4,hdd,163.816,,59.46,9,1.7361
deploy_01039,container,database,32,64,,0.85,9.1,0.068,US_East,1.45,0.705,385.68,True,6.0,0.215,,ssd,160.2044,18.9355,61.51,5,2.2952
deploy_01040,vm,api_gateway,8,16,0.187,0.296,56.34,0.215,US_West,1.31,0.126,7889.18,False,0.0,1.716,6307.3,hdd,865.5184,215.37,39.89,7,0.605
deploy_01041,vm,database,2,1,0.689,0.9,104.28,0.179,US_East,1.41,0.844,7002.63,True,8.0,,5604.5,ssd,290.4228,18.0971,79.19,5,0.1669
deploy_01042,vm,microservice,16,4,,0.277,34.3,0.169,Canada,1.19,0.527,2699.12,True,6.0,1.754,2670.2,nvme,416.0138,29.5066,41.62,12,0.9092
deploy_01043,container,cache_service,4,64,0.349,0.9,1.28,0.051,Australia,1.44,0.57,6554.61,False,0.0,0.65,8363.7,hdd,1077.0553,306.1518,69.41,7,0.86
deploy_01044,container,data_processing,2,1,0.602,0.702,5.93,0.052,Asia_Pacific,1.46,0.774,4505.22,False,0.0,0.096,5398.3,hdd,159.5816,21.6672,73.57,11,0.1717
deploy_01045,container,microservice,4,8,0.297,0.723,2.25,0.047,US_East,1.33,0.803,2824.7,False,0.0,1.366,6868.4,nvme,171.4032,13.2537,62.16,6,0.3784
deploy_01046,vm,data_processing,1,2,0.1,0.622,17.77,0.211,Australia,1.59,0.563,4319.36,False,0.0,0.656,3413.0,hdd,58.4306,,46.32,10,0.1309
deploy_01047,container,web_service,1,64,0.426,0.596,3.46,0.051,Australia,1.31,0.244,330.68,False,0.0,4.889,5798.5,nvme,39.0216,,63.37,11,0.769
deploy_01048,container,batch_processing,32,1,0.866,0.458,1.29,0.044,EU_Central,1.34,0.106,1787.67,False,0.0,1.141,5580.1,ssd,1120.8529,,77.07,6,1.6339
deploy_01049,vm,streaming,4,64,0.411,0.421,20.81,0.323,Canada,1.35,0.625,4343.47,True,6.0,0.56,6328.4,nvme,855.8729,48.0932,49.37,4,0.8951
deploy_01050,container,batch_processing,4,32,0.95,0.784,1.46,0.031,Canada,1.14,0.765,6873.91,True,7.0,0.231,5615.1,ssd,969.0647,34.2249,90.59,11,0.5302
deploy_01051,container,streaming,4,2,0.75,0.561,1.49,0.035,Canada,1.37,0.686,4928.61,True,4.0,1.816,6110.8,ssd,386.0236,17.3921,75.81,8,0.2768
deploy_01052,container,cache_service,32,32,0.353,,,0.059,Canada,1.32,0.528,2384.44,False,0.0,11.815,4400.3,hdd,1052.3894,70.2485,69.37,6,1.9392
deploy_01053,container,database,32,1,0.191,0.9,0.92,0.045,Australia,1.34,0.537,6725.12,True,3.0,2.623,4920.1,nvme,1964.2353,637.0253,63.3,4,1.6753
deploy_01054,container,ml_training,32,128,0.865,0.9,0.84,-0.013,US_West,1.38,0.23,8257.1,False,0.0,2.098,9623.1,hdd,8071.2548,1731.7143,91.99,7,2.903
deploy_01055,vm,data_processing,16,1,0.1,0.392,83.48,0.313,Australia,1.63,0.681,6569.17,False,0.0,0.804,4911.2,nvme,1262.3046,281.488,36.35,5,0.8392
deploy_01056,vm,streaming,1,16,0.591,0.254,55.34,0.188,US_East,1.32,0.449,2204.96,False,0.0,2.163,6372.6,ssd,116.3881,,55.61,5,0.2649
deploy_01057,vm,web_service,1,128,0.1,,14.91,0.177,US_East,1.51,,7224.07,True,7.0,1.47,291.0,hdd,1341.9574,388.5722,44.04,6,1.425
deploy_01058,container,api_gateway,32,4,0.627,0.253,5.32,0.053,US_East,1.42,0.662,3199.48,True,7.0,3.018,6679.4,nvme,1967.5796,249.5473,61.08,7,1.662
deploy_01059,vm,batch_processing,2,8,0.543,0.9,25.73,0.173,Australia,1.38,0.359,933.57,True,6.0,0.398,6159.7,ssd,47.3587,21.248,73.52,5,0.2273
deploy_01060,container,ml_training,16,1,0.936,0.9,1.06,0.073,US_West,1.46,0.628,7482.54,True,,4.611,6675.5,hdd,2708.4973,302.5159,92.24,11,0.9007
deploy_01061,vm,batch_processing,2,64,0.544,0.9,32.31,0.178,Asia_Pacific,1.53,0.804,909.19,True,4.0,0.143,6755.0,ssd,176.7494,20.7613,73.4,3,0.8279
deploy_01062,vm,streaming,4,16,0.445,0.277,19.11,0.184,Asia_Pacific,1.57,0.786,6132.88,True,8.0,0.125,3810.4,hdd,640.0035,82.163,,5,0.4004
deploy_01063,container,microservice,8,64,0.377,0.512,,0.051,Nordic,1.2,0.326,874.42,False,0.0,7.541,8633.4,ssd,176.0027,11.8682,58.89,5,1.085
deploy_01064,vm,api_gateway,4,128,0.359,0.329,18.78,0.224,Asia_Pacific,1.35,0.135,5019.99,False,0.0,1.445,6647.9,hdd,1492.5416,749.3754,47.49,7,1.4938
deploy_01065,vm,cache_service,1,16,0.1,0.788,59.47,0.196,US_East,1.44,0.476,7130.15,True,3.0,0.184,542.7,nvme,191.989,40.2599,51.76,3,0.2218
deploy_01066,vm,web_service,16,128,0.25,0.368,34.66,0.191,Canada,1.38,0.112,2614.4,False,0.0,0.168,8162.1,ssd,1008.1191,134.342,45.29,12,2.1058
deploy_01067,container,batch_processing,16,8,0.577,0.9,6.35,0.032,Canada,,0.776,6383.03,False,0.0,9.37,9530.7,hdd,1551.6623,52.1367,79.11,1,0.9794
deploy_01068,vm,microservice,32,2,0.379,0.492,33.12,0.158,US_East,1.51,0.406,3930.59,False,0.0,0.044,8527.7,hdd,1878.6958,446.2352,55.16,5,1.647
deploy_01069,vm,cache_service,32,128,0.1,0.9,22.88,0.115,Nordic,,,8162.04,False,0.0,0.851,8099.5,nvme,2671.7573,118.9874,57.56,8,2.9244
deploy_01070,vm,ml_training,16,8,0.788,0.9,29.74,0.168,Australia,1.38,0.576,4864.7,False,0.0,,2167.5,hdd,1749.1172,509.2232,83.5,7,0.9543
deploy_01071,vm,microservice,1,128,0.169,0.402,20.42,0.259,Australia,1.57,0.277,1994.96,True,4.0,1.263,2715.5,hdd,447.7839,226.5449,,12,1.3673
deploy_01072,vm,microservice,1,2,0.43,0.395,22.01,0.259,EU_Central,1.49,0.39,7502.61,False,0.0,0.226,1705.8,ssd,167.345,34.236,51.3,8,0.1076
deploy_01073,vm,data_processing,8,32,0.768,0.658,38.95,0.21,Asia_Pacific,1.43,0.212,4952.24,False,0.0,0.516,1601.8,hdd,1317.0946,622.4113,74.17,11,0.8059
deploy_01074,container,api_gateway,1,8,0.566,0.441,4.01,,Nordic,1.31,0.199,3590.15,False,0.0,0.616,434.3,hdd,127.9027,9.5888,63.68,8,0.2231
deploy_01075,container,web_service,8,8,0.875,0.665,5.86,0.054,EU_Central,1.33,0.192,4852.6,False,0.0,0.015,1806.7,nvme,842.428,238.1201,83.35,1,0.5241
deploy_01076,container,api_gateway,16,16,0.35,0.456,9.2,-0.004,Canada,1.31,0.27,8034.14,False,0.0,1.101,6158.5,nvme,,192.0293,57.79,3,0.9928
deploy_01077,vm,ml_training,16,128,0.37,0.813,33.34,0.28,Australia,1.56,0.81,,True,6.0,1.343,9622.3,nvme,1189.3154,157.9197,60.79,9,2.0927
deploy_01078,vm,cache_service,16,128,0.149,0.9,10.1,0.124,Nordic,1.2,0.398,5946.04,True,4.0,0.461,2364.0,nvme,1546.0525,93.1241,59.21,3,2.1496
deploy_01079,vm,cache_service,8,4,0.307,0.9,38.47,0.197,Nordic,1.2,0.473,7239.14,True,6.0,2.736,2590.8,ssd,674.987,35.5855,63.39,5,
deploy_01080,container,web_service,2,128,0.754,0.551,1.73,0.064,EU_Central,1.31,0.354,695.48,True,5.0,0.486,1556.7,ssd,229.7383,51.9554,74.76,12,1.4699
deploy_01081,container,streaming,4,1,0.95,0.533,1.05,0.073,Australia,1.44,0.173,1499.82,False,0.0,0.558,,ssd,138.7446,80.2943,81.78,1,0.3012
deploy_01082,container,api_gateway,16,1,0.485,0.456,1.19,0.037,Asia_Pacific,1.61,0.137,771.13,False,0.0,,3422.2,nvme,207.6477,107.5535,62.0,3,0.9083
deploy_01083,container,web_service,16,4,0.54,0.541,0.65,0.048,EU_Central,1.51,0.155,,True,8.0,0.596,8499.0,ssd,305.0199,90.1872,66.37,9,0.9319
deploy_01084,vm,data_processing,1,2,0.95,0.591,53.03,0.197,Asia_Pacific,1.67,0.732,7026.35,False,0.0,0.49,924.5,nvme,257.0195,41.3691,79.82,3,0.1171
deploy_01085,vm,batch_processing,16,8,0.426,0.525,20.86,0.182,Canada,1.25,0.153,2632.02,False,0.0,0.474,7303.4,ssd,592.7631,75.349,57.34,11,0.9777
deploy_01086,vm,batch_processing,4,64,,0.404,14.81,0.211,Australia,,0.633,2693.39,True,11.0,3.781,8365.7,nvme,,,73.65,10,0.9041
deploy_01087,vm,streaming,2,128,0.247,0.368,16.63,,Asia_Pacific,1.4,0.196,7700.0,False,0.0,2.715,3881.2,nvme,1665.0875,803.6542,46.63,3,1.4511
deploy_01088,container,batch_processing,32,2,0.95,0.72,1.31,0.041,Australia,,,7179.81,False,0.0,1.03,3176.3,ssd,4443.1694,1725.9035,88.38,5,1.6963
deploy_01089,vm,database,2,8,0.306,0.9,11.51,0.128,Australia,1.57,0.695,6672.37,False,0.0,0.144,6202.9,nvme,294.7379,58.213,65.38,7,0.2113
deploy_01090,container,microservice,2,1,0.436,0.473,1.72,0.055,Nordic,1.28,0.128,8509.4,True,3.0,0.907,4380.0,hdd,249.4209,21.0086,59.96,7,0.1312
deploy_01091,container,web_service,32,64,0.654,0.417,9.46,0.071,Asia_Pacific,,0.813,7108.27,False,0.0,1.698,9466.3,ssd,5365.5582,602.745,66.54,10,2.3002
deploy_01092,vm,microservice,2,2,0.163,0.145,22.89,0.167,US_West,1.32,0.285,8184.13,True,4.0,0.49,2844.6,ssd,177.7996,38.1538,35.87,11,0.2037
deploy_01093,container,microservice,4,1,0.601,,2.09,0.062,EU_Central,1.27,0.787,3502.51,True,3.0,0.69,2560.5,ssd,230.6958,15.8483,73.78,6,0.3006
deploy_01094,vm,data_processing,8,16,0.41,0.9,41.3,0.302,US_East,1.3,0.159,5437.27,False,0.0,0.17,8148.8,ssd,820.3657,,64.32,3,0.5901
deploy_01095,vm,batch_processing,16,128,0.1,0.446,114.89,0.166,US_East,1.44,0.35,4356.08,False,0.0,0.5,3643.6,ssd,1400.9518,349.0043,42.4,7,2.1685
deploy_01096,vm,microservice,4,4,0.442,0.366,43.37,0.162,US_East,1.27,0.756,7.8,False,0.0,7.936,9401.5,hdd,0.475,0.0465,53.79,1,0.2522
deploy_01097,container,web_service,1,1,0.591,0.84,0.86,0.052,US_East,1.24,0.787,6704.18,False,0.0,1.842,7354.1,ssd,106.4092,9.0514,77.28,12,0.0802
deploy_01098,vm,cache_service,32,32,0.469,0.506,17.43,0.177,US_East,1.36,0.496,6001.37,False,0.0,0.329,,ssd,3301.2846,620.9709,58.62,6,1.9302
deploy_01099,container,ml_training,8,4,0.95,0.634,2.97,0.071,Canada,1.35,0.245,1847.21,False,0.0,4.08,2898.9,hdd,329.6565,37.3402,84.9,9,0.473
deploy_01100,container,api_gateway,8,2,0.653,0.46,6.62,0.017,EU_Central,1.54,0.391,2308.43,True,2.0,5.039,,hdd,370.9247,79.1085,69.42,9,0.4487
deploy_01101,container,cache_service,1,128,0.312,0.762,0.93,0.026,US_West,1.26,0.541,1284.63,True,6.0,0.51,1433.6,nvme,243.4639,32.1474,64.56,6,1.4156
deploy_01102,vm,cache_service,8,4,0.237,,31.08,0.257,US_East,1.32,,1258.59,True,7.0,0.917,1471.1,hdd,116.4167,12.1499,39.59,5,0.4861
deploy_01103,vm,database,4,64,0.422,,73.0,0.125,US_East,1.41,0.394,116.53,False,0.0,8.127,2562.4,ssd,20.6669,5.0113,70.13,11,0.9366
deploy_01104,vm,api_gateway,8,4,0.449,0.304,64.45,0.187,Nordic,1.14,,6072.63,False,,4.26,1087.8,nvme,,28.2174,51.47,7,0.5268
deploy_01105,container,database,4,2,0.671,0.9,1.82,0.029,Canada,,0.377,4939.87,True,,3.069,8278.1,ssd,329.7327,30.8273,82.98,9,0.2798
deploy_01106,vm,web_service,16,64,0.725,0.649,118.4,0.068,Australia,1.35,,727.1,True,9.0,0.644,4789.0,nvme,324.3309,164.5831,76.45,6,1.4563
deploy_01107,container,streaming,1,16,0.832,0.342,2.02,0.042,EU_Central,1.37,0.131,8260.93,True,3.0,0.338,,ssd,487.5512,148.2607,72.27,12,0.2909
deploy_01108,container,batch_processing,16,4,0.94,0.668,4.13,0.085,Canada,1.33,0.336,8304.65,True,2.0,2.896,8895.1,nvme,2993.9575,282.8702,85.11,8,0.907
deploy_01109,vm,batch_processing,32,8,0.813,0.768,53.29,0.162,US_West,,0.336,1015.68,True,3.0,0.736,3166.2,hdd,645.8849,128.6318,80.71,1,1.7136
deploy_01110,vm,ml_training,4,128,0.664,0.535,16.82,,US_West,1.48,0.81,1336.45,False,0.0,0.166,6647.8,hdd,597.8469,34.1177,65.13,10,1.5107
deploy_01111,container,api_gateway,32,16,0.452,0.378,0.79,0.077,US_East,1.31,0.239,5519.81,False,0.0,0.95,801.0,hdd,2660.259,809.3927,57.09,1,1.8597
